302	289.8
303.22	288.37
304.44	287.17
305.65	286.13
306.87	285.17
308.09	284.21
309.31	283.17
310.52	281.99
311.74	280.59
312.96	279.03
314.18	277.38
315.39	275.75
316.61	274.2
317.83	272.82
319.05	271.69
320.26	270.89
321.48	270.48
322.7	270.41
323.92	270.61
325.13	271
326.35	271.5
327.57	272.03
328.79	272.5
330	272.84
331.22	272.95
332.44	272.77
333.66	272.29
334.88	271.54
336.09	270.55
337.31	269.37
338.53	268.04
339.75	266.57
340.96	265.02
342.18	263.42
343.4	261.79
344.62	260.17
345.83	258.57
347.05	257.01
348.27	255.5
349.49	254.06
350.7	252.7
351.92	251.45
353.14	250.31
354.36	249.31
355.57	248.45
356.79	247.71
358.01	247.1
359.23	246.58
360.44	246.15
361.66	245.8
362.88	245.51
364.1	245.27
365.32	245.06
366.53	244.88
367.75	244.71
368.97	244.53
370.19	244.34
371.4	244.13
372.62	243.9
373.84	243.63
375.06	243.32
376.27	242.96
377.49	242.54
378.71	242.07
379.93	241.53
381.14	240.91
382.36	240.21
383.58	239.44
384.8	238.61
386.01	237.73
387.23	236.82
388.45	235.88
389.67	234.92
390.89	233.97
392.1	233.02
393.32	232.09
394.54	231.19
395.76	230.33
396.97	229.53
398.19	228.78
399.41	228.09
400.63	227.45
401.84	226.86
403.06	226.3
404.28	225.77
405.5	225.26
406.71	224.75
407.93	224.26
409.15	223.76
410.37	223.25
411.58	222.72
412.8	222.17
414.02	221.59
415.24	220.97
416.45	220.34
417.67	219.69
418.89	219.04
420.11	218.39
421.33	217.75
422.54	217.14
423.76	216.56
424.98	216.01
426.2	215.51
427.41	215.06
428.63	214.68
429.85	214.36
431.07	214.13
432.28	213.97
433.5	213.88
434.72	213.86
435.94	213.89
437.15	213.98
438.37	214.1
439.59	214.25
440.81	214.43
442.02	214.63
443.24	214.83
444.46	215.03
445.68	215.23
446.89	215.41
448.11	215.56
449.33	215.68
450.55	215.75
451.77	215.78
452.98	215.75
454.2	215.69
455.42	215.6
456.64	215.5
457.85	215.38
459.07	215.27
460.29	215.18
461.51	215.1
462.72	215.06
463.94	215.07
465.16	215.13
466.38	215.26
467.59	215.47
468.81	215.76
470.03	216.16
471.25	216.67
472.46	217.31
473.68	218.08
474.9	218.99
476.12	220.03
477.33	221.23
478.55	222.58
479.77	224.09
480.99	225.77
482.21	227.63
483.42	229.69
484.64	231.94
485.86	234.41
487.08	237.1
488.29	240.05
489.51	243.25
490.73	246.73
491.95	250.52
493.16	254.63
494.38	259.09
495.6	263.93
496.82	269.17
498.03	274.83
499.25	280.92
500.47	287.43
501.69	294.36
502.9	301.72
504.12	309.49
505.34	317.66
506.56	326.2
507.78	335.09
508.99	344.29
510.21	353.73
511.43	363.34
512.65	373.02
513.86	382.66
515.08	392.13
516.3	401.25
517.52	409.84
518.73	417.71
519.95	424.63
521.17	430.39
522.39	434.82
523.6	437.78
524.82	439.2
526.04	439.04
527.26	437.29
528.47	433.97
529.69	429.16
530.91	422.95
532.13	415.46
533.34	406.86
534.56	397.29
535.78	386.93
537	375.95
538.22	364.5
539.43	352.74
540.65	340.8
541.87	328.79
543.09	316.83
544.3	304.98
545.52	293.33
546.74	281.91
547.96	270.78
549.17	259.94
550.39	249.43
551.61	239.23
552.83	229.36
554.04	219.81
555.26	210.59
556.48	201.69
557.7	193.11
558.91	184.85
560.13	176.9
561.35	169.25
562.57	161.91
563.78	154.85
565	148.09
566.22	141.6
567.44	135.38
568.66	129.43
569.87	123.74
571.09	118.29
572.31	113.09
573.53	108.12
574.74	103.37
575.96	98.849
577.18	94.536
578.4	90.426
579.61	86.514
580.83	82.791
582.05	79.252
583.27	75.888
584.48	72.694
585.7	69.66
586.92	66.779
588.14	64.043
589.35	61.445
590.57	58.979
591.79	56.636
593.01	54.411
594.22	52.297
595.44	50.287
596.66	48.377
597.88	46.559
599.1	44.83
600.31	43.183
601.53	41.615
602.75	40.12
603.97	38.694
605.18	37.333
606.4	36.033
607.62	34.791
608.84	33.603
610.05	32.466
611.27	31.376
612.49	30.332
613.71	29.329
614.92	28.366
616.14	27.44
617.36	26.548
618.58	25.69
619.79	24.863
621.01	24.065
622.23	23.297
623.45	22.557
624.67	21.843
625.88	21.155
627.1	20.491
628.32	19.851
629.54	19.234
630.75	18.639
631.97	18.065
633.19	17.512
634.41	16.978
635.62	16.464
636.84	15.968
638.06	15.491
639.28	15.03
640.49	14.587
641.71	14.16
642.93	13.749
644.15	13.353
645.36	12.973
646.58	12.607
647.8	12.255
649.02	11.917
650.23	11.592
651.45	11.281
652.67	10.982
653.89	10.696
655.11	10.422
656.32	10.159
657.54	9.9083
658.76	9.6687
659.98	9.44
661.19	9.222
662.41	9.0141
663.63	8.8157
664.85	8.6265
666.06	8.446
667.28	8.2737
668.5	8.1092
669.72	7.9521
670.93	7.802
672.15	7.6587
673.37	7.5216
674.59	7.3905
675.8	7.2651
677.02	7.145
678.24	7.03
679.46	6.9198
680.67	6.8141
681.89	6.7126
683.11	6.6152
684.33	6.5216
685.55	6.4315
686.76	6.3447
687.98	6.2611
689.2	6.1804
690.42	6.1025
691.63	6.0271
692.85	5.9541
694.07	5.8834
695.29	5.8147
696.5	5.7479
697.72	5.683
698.94	5.6196
700.16	5.5578
701.37	5.4973
702.59	5.4381
703.81	5.3801
705.03	5.3231
706.24	5.267
707.46	5.2119
708.68	5.1577
709.9	5.1045
711.11	5.0521
712.33	5.0006
713.55	4.9501
714.77	4.9003
715.99	4.8515
717.2	4.8034
718.42	4.7562
719.64	4.7098
720.86	4.6642
722.07	4.6194
723.29	4.5753
724.51	4.532
725.73	4.4895
726.94	4.4477
728.16	4.4067
729.38	4.3663
730.6	4.3267
731.81	4.2877
733.03	4.2495
734.25	4.2119
735.47	4.175
736.68	4.1387
737.9	4.1031
739.12	4.0682
740.34	4.0339
741.56	4.0002
742.77	3.9671
743.99	3.9346
745.21	3.9027
746.43	3.8714
747.64	3.8407
748.86	3.8105
750.08	3.7809
751.3	3.7519
752.51	3.7234
753.73	3.6955
754.95	3.6681
756.17	3.6412
757.38	3.6148
758.6	3.589
759.82	3.5636
761.04	3.5387
762.25	3.5142
763.47	3.4902
764.69	3.4665
765.91	3.4433
767.12	3.4204
768.34	3.3979
769.56	3.3757
770.78	3.3538
772	3.3323
773.21	3.3111
774.43	3.2901
775.65	3.2695
776.87	3.2491
778.08	3.2289
779.3	3.209
780.52	3.1893
781.74	3.1699
782.95	3.1506
784.17	3.1315
785.39	3.1126
786.61	3.0939
787.82	3.0754
789.04	3.057
790.26	3.0388
791.48	3.0207
792.69	3.0027
793.91	2.9848
795.13	2.9671
796.35	2.9495
797.56	2.932
798.78	2.9145
800	2.8972
