302	4.2032
303.22	4.163
304.44	4.1227
305.65	4.0821
306.87	4.0413
308.09	4.0001
309.31	3.9585
310.52	3.9163
311.74	3.8736
312.96	3.8307
314.18	3.7878
315.39	3.7452
316.61	3.703
317.83	3.6615
319.05	3.6209
320.26	3.5815
321.48	3.5433
322.7	3.5067
323.92	3.4718
325.13	3.4389
326.35	3.4081
327.57	3.3798
328.79	3.3541
330	3.3314
331.22	3.3117
332.44	3.2953
333.66	3.2817
334.88	3.2709
336.09	3.2625
337.31	3.2564
338.53	3.2524
339.75	3.2503
340.96	3.2498
342.18	3.2508
343.4	3.2531
344.62	3.2564
345.83	3.2607
347.05	3.2656
348.27	3.271
349.49	3.2767
350.7	3.2825
351.92	3.2882
353.14	3.2935
354.36	3.2984
355.57	3.3025
356.79	3.3061
358.01	3.3092
359.23	3.3121
360.44	3.3148
361.66	3.3174
362.88	3.3202
364.1	3.3232
365.32	3.3266
366.53	3.3305
367.75	3.3349
368.97	3.3401
370.19	3.3461
371.4	3.353
372.62	3.3611
373.84	3.3702
375.06	3.3807
376.27	3.3925
377.49	3.4057
378.71	3.4205
379.93	3.4369
381.14	3.4549
382.36	3.4746
383.58	3.496
384.8	3.519
386.01	3.5435
387.23	3.5695
388.45	3.597
389.67	3.6258
390.89	3.656
392.1	3.6876
393.32	3.7206
394.54	3.755
395.76	3.7909
396.97	3.8284
398.19	3.8676
399.41	3.9088
400.63	3.9522
401.84	3.9981
403.06	4.047
404.28	4.0993
405.5	4.1556
406.71	4.2167
407.93	4.2836
409.15	4.3572
410.37	4.4388
411.58	4.5302
412.8	4.633
414.02	4.7495
415.24	4.8818
416.45	5.0318
417.67	5.2018
418.89	5.3944
420.11	5.6128
421.33	5.8606
422.54	6.1421
423.76	6.4625
424.98	6.8278
426.2	7.2452
427.41	7.7229
428.63	8.2708
429.85	8.9001
431.07	9.6232
432.28	10.454
433.5	11.405
434.72	12.487
435.94	13.705
437.15	15.053
438.37	16.5
439.59	17.984
440.81	19.399
442.02	20.592
443.24	21.383
444.46	21.609
445.68	21.184
446.89	20.142
448.11	18.625
449.33	16.836
450.55	14.969
451.77	13.169
452.98	11.523
454.2	10.064
455.42	8.7979
456.64	7.7129
457.85	6.7891
459.07	6.0048
460.29	5.3391
461.51	4.7732
462.72	4.2909
463.94	3.8785
465.16	3.5245
466.38	3.2194
467.59	2.9554
468.81	2.726
470.03	2.5258
471.25	2.3505
472.46	2.1962
473.68	2.0599
474.9	1.9389
476.12	1.8313
477.33	1.7349
478.55	1.6485
479.77	1.5704
480.99	1.4998
482.21	1.4355
483.42	1.3767
484.64	1.3228
485.86	1.273
487.08	1.2268
488.29	1.1838
489.51	1.1435
490.73	1.1056
491.95	1.0697
493.16	1.0356
494.38	1.003
495.6	0.97163
496.82	0.94139
498.03	0.91216
499.25	0.88392
500.47	0.85662
501.69	0.83026
502.9	0.80478
504.12	0.78017
505.34	0.75639
506.56	0.73342
507.78	0.71123
508.99	0.6898
510.21	0.6691
511.43	0.6491
512.65	0.62979
513.86	0.61114
515.08	0.59313
516.3	0.57574
517.52	0.55895
518.73	0.54274
519.95	0.52709
521.17	0.51197
522.39	0.49738
523.6	0.4833
524.82	0.46971
526.04	0.4566
527.26	0.44394
528.47	0.43173
529.69	0.41994
530.91	0.40858
532.13	0.39761
533.34	0.38704
534.56	0.37685
535.78	0.36702
537	0.35754
538.22	0.34841
539.43	0.33962
540.65	0.33114
541.87	0.32298
543.09	0.31512
544.3	0.30755
545.52	0.30027
546.74	0.29327
547.96	0.28653
549.17	0.28006
550.39	0.27384
551.61	0.26786
552.83	0.26211
554.04	0.25659
555.26	0.25129
556.48	0.24618
557.7	0.24127
558.91	0.23655
560.13	0.23199
561.35	0.22761
562.57	0.22338
563.78	0.2193
565	0.21537
566.22	0.21157
567.44	0.20791
568.66	0.20437
569.87	0.20095
571.09	0.19764
572.31	0.19444
573.53	0.19135
574.74	0.18835
575.96	0.18545
577.18	0.18264
578.4	0.17992
579.61	0.17728
580.83	0.17472
582.05	0.17224
583.27	0.16982
584.48	0.16748
585.7	0.1652
586.92	0.16299
588.14	0.16083
589.35	0.15874
590.57	0.1567
591.79	0.15471
593.01	0.15277
594.22	0.15089
595.44	0.14905
596.66	0.14725
597.88	0.1455
599.1	0.14378
600.31	0.14211
601.53	0.14047
602.75	0.13888
603.97	0.13731
605.18	0.13578
606.4	0.13428
607.62	0.13281
608.84	0.13136
610.05	0.12995
611.27	0.12856
612.49	0.1272
613.71	0.12586
614.92	0.12455
616.14	0.12325
617.36	0.12198
618.58	0.12073
619.79	0.1195
621.01	0.11829
622.23	0.11709
623.45	0.11591
624.67	0.11476
625.88	0.11361
