494.38	5.9928	3.8598	3.8567
495.6	6.0975	3.9271	3.9218
496.82	6.2112	3.9999	3.9923
498.03	6.3341	4.0783	4.0683
499.25	6.4663	4.1621	4.1496
500.47	6.6077	4.2513	4.2363
501.69	6.7583	4.3459	4.3283
502.9	6.9178	4.4456	4.4253
504.12	7.0861	4.5501	4.5271
505.34	7.2626	4.6591	4.6333
506.56	7.4465	4.7719	4.7434
507.78	7.6371	4.8879	4.8567
508.99	7.8332	5.0063	4.9723
510.21	8.033	5.1258	5.0892
511.43	8.2347	5.2451	5.206
512.65	8.4359	5.3625	5.3211
513.86	8.6336	5.4762	5.4328
515.08	8.8246	5.584	5.5387
516.3	9.0049	5.6835	5.6367
517.52	9.1705	5.772	5.7241
518.73	9.3169	5.8471	5.7984
519.95	9.4395	5.906	5.8571
521.17	9.5339	5.9465	5.8978
522.39	9.5968	5.9668	5.9187
523.6	9.6264	5.9662	5.9191
524.82	9.6215	5.9445	5.8989
526.04	9.5822	5.9021	5.8583
527.26	9.509	5.8398	5.7982
528.47	9.4035	5.759	5.7196
529.69	9.2679	5.6612	5.6243
530.91	9.1048	5.5484	5.5141
532.13	8.9177	5.4228	5.3911
533.34	8.7099	5.2865	5.2575
534.56	8.4851	5.1419	5.1154
535.78	8.247	4.991	4.9671
537	7.9991	4.8358	4.8144
538.22	7.7445	4.6782	4.6592
539.43	7.4862	4.5197	4.503
540.65	7.2268	4.3618	4.3473
541.87	6.9684	4.2056	4.1932
543.09	6.7128	4.0519	4.0415
544.3	6.4615	3.9016	3.893
545.52	6.2156	3.755	3.7482
546.74	5.9759	3.6127	3.6075
547.96	5.743	3.4748	3.4711
549.17	5.5172	3.3413	3.3392
550.39	5.2987	3.2124	3.2116
551.61	5.0874	3.088	3.0884
552.83	4.8832	2.9679	2.9695
554.04	4.6862	2.8521	2.8549
555.26	4.4963	2.7405	2.7444
556.48	4.3133	2.6331	2.6379
557.7	4.1372	2.5297	2.5355
558.91	3.9677	2.4303	2.4369
560.13	3.8049	2.3347	2.3421
561.35	3.6484	2.2428	2.2509
562.57	3.4982	2.1545	2.1634
563.78	3.3542	2.0698	2.0793
565	3.216	1.9885	1.9986
566.22	3.0836	1.9105	1.9212
567.44	2.9569	1.8357	1.8469
568.66	2.8356	1.764	1.7758
569.87	2.7195	1.6954	1.7076
571.09	2.6085	1.6297	1.6423
572.31	2.5025	1.5667	1.5797
573.53	2.4012	1.5066	1.5199
574.74	2.3046	1.449	1.4627
575.96	2.2123	1.394	1.4081
577.18	2.1244	1.3415	1.3558
578.4	2.0406	1.2914	1.3059
579.61	1.9608	1.2435	1.2583
580.83	1.8848	1.1979	1.2129
582.05	1.8125	1.1544	1.1696
583.27	1.7437	1.1129	1.1284
584.48	1.6784	1.0734	1.0891
585.7	1.6162	1.0358	1.0516
586.92	1.5572	0.99996	1.016
588.14	1.501	0.96583	0.98202
589.35	1.4476	0.93332	0.94965
590.57	1.3968	0.90234	0.91881
591.79	1.3485	0.87281	0.88941
593.01	1.3026	0.84466	0.86138
594.22	1.2588	0.81781	0.83464
595.44	1.2172	0.79219	0.80912
596.66	1.1775	0.76774	0.78477
597.88	1.1396	0.74439	0.76151
599.1	1.1035	0.72209	0.73929
600.31	1.0691	0.70076	0.71804
601.53	1.0362	0.68036	0.6977
602.75	1.0048	0.66083	0.67823
603.97	0.97469	0.64212	0.65959
605.18	0.94592	0.62419	0.64171
606.4	0.91835	0.607	0.62456
607.62	0.89193	0.59049	0.6081
608.84	0.86657	0.57463	0.59227
610.05	0.84222	0.55938	0.57705
611.27	0.81881	0.54471	0.5624
612.49	0.79629	0.53058	0.54829
613.71	0.77459	0.51695	0.53467
614.92	0.75368	0.5038	0.52153
616.14	0.73351	0.49111	0.50884
617.36	0.71401	0.47884	0.49657
618.58	0.69516	0.46697	0.48468
619.79	0.67694	0.45549	0.47318
621.01	0.65931	0.44437	0.46204
622.23	0.64226	0.43361	0.45125
623.45	0.62575	0.42319	0.4408
624.67	0.60978	0.41311	0.43068
625.88	0.59432	0.40334	0.42087
627.1	0.57934	0.39388	0.41136
628.32	0.56485	0.38471	0.40215
629.54	0.5508	0.37583	0.39321
630.75	0.53721	0.36722	0.38455
631.97	0.52404	0.35889	0.37616
633.19	0.51128	0.3508	0.36801
634.41	0.49893	0.34298	0.36013
635.62	0.48697	0.33539	0.35247
636.84	0.47538	0.32804	0.34505
638.06	0.46417	0.32092	0.33787
639.28	0.4533	0.31401	0.33089
640.49	0.44279	0.30732	0.32414
641.71	0.43261	0.30084	0.31759
642.93	0.42275	0.29456	0.31124
644.15	0.41323	0.28848	0.30509
645.36	0.404	0.28259	0.29913
646.58	0.39509	0.27689	0.29336
647.8	0.38647	0.27137	0.28778
649.02	0.37813	0.26602	0.28236
650.23	0.37007	0.26084	0.27712
651.45	0.36229	0.25584	0.27205
652.67	0.35478	0.251	0.26715
653.89	0.34753	0.24631	0.26241
655.11	0.34053	0.24178	0.25782
656.32	0.33378	0.23741	0.2534
657.54	0.32728	0.23318	0.24912
658.76	0.32101	0.2291	0.24499
659.98	0.31498	0.22515	0.241
661.19	0.30917	0.22135	0.23716
662.41	0.30358	0.21767	0.23345
663.63	0.29819	0.21412	0.22986
664.85	0.29299	0.21068	0.2264
666.06	0.28798	0.20736	0.22305
667.28	0.28314	0.20415	0.21982
668.5	0.27848	0.20103	0.21669
669.72	0.27397	0.19801	0.21365
670.93	0.26961	0.19509	0.21071
672.15	0.26539	0.19224	0.20786
673.37	0.26132	0.18949	0.2051
674.59	0.25738	0.18681	0.20242
675.8	0.25355	0.1842	0.19982
677.02	0.24984	0.18167	0.19728
678.24	0.24624	0.1792	0.19482
679.46	0.24274	0.17679	0.19242
680.67	0.23935	0.17444	0.19008
681.89	0.23604	0.17215	0.1878
683.11	0.23283	0.16991	0.18558
684.33	0.2297	0.16772	0.18341
685.55	0.22665	0.16558	0.18129
686.76	0.22368	0.16349	0.17922
687.98	0.22077	0.16144	0.17719
689.2	0.21793	0.15942	0.1752
690.42	0.21515	0.15744	0.17325
691.63	0.21242	0.1555	0.17134
692.85	0.20976	0.15359	0.16945
694.07	0.20714	0.15171	0.1676
695.29	0.20457	0.14986	0.16579
696.5	0.20205	0.14804	0.16399
697.72	0.19956	0.14624	0.16223
698.94	0.19712	0.14446	0.16048
700.16	0.19471	0.14271	0.15876
701.37	0.19233	0.14097	0.15705
702.59	0.18999	0.13925	0.15537
703.81	0.18767	0.13755	0.15371
705.03	0.18538	0.13587	0.15206
706.24	0.18312	0.1342	0.15042
707.46	0.18088	0.13255	0.1488
708.68	0.17866	0.13091	0.14719
709.9	0.17647	0.12928	0.1456
711.11	0.1743	0.12767	0.14402
712.33	0.17215	0.12607	0.14245
713.55	0.17002	0.12448	0.1409
714.77	0.16791	0.12291	0.13936
715.99	0.16583	0.12135	0.13783
717.2	0.16377	0.1198	0.13632
718.42	0.16174	0.11827	0.13482
719.64	0.15972	0.11675	0.13333
720.86	0.15772	0.11524	0.13185
722.07	0.15574	0.11374	0.13039
723.29	0.15378	0.11226	0.12894
724.51	0.15185	0.11079	0.1275
725.73	0.14993	0.10933	0.12607
726.94	0.14803	0.10788	0.12465
728.16	0.14615	0.10645	0.12325
729.38	0.14429	0.10503	0.12186
730.6	0.14244	0.10361	0.12048
731.81	0.14062	0.10221	0.11911
733.03	0.13881	0.10082	0.11775
734.25	0.13702	0.099443	0.11641
735.47	0.13525	0.098071	0.11507
736.68	0.13349	0.096714	0.11375
737.9	0.13176	0.095368	0.11243
739.12	0.13003	0.094028	0.11113
740.34	0.12833	0.092703	0.10984
741.56	0.12664	0.091392	0.10856
742.77	0.12497	0.090085	0.10729
743.99	0.12331	0.088788	0.10603
745.21	0.12167	0.087505	0.10478
746.43	0.12005	0.086227	0.10354
747.64	0.11844	0.084962	0.10231
748.86	0.11684	0.083708	0.10109
750.08	0.11526	0.082458	0.099879
751.3	0.11369	0.081218	0.098676
752.51	0.11214	0.079992	0.097489
753.73	0.1106	0.078775	0.09631
754.95	0.10908	0.077563	0.095137
756.17	0.10757	0.076366	0.09398
757.38	0.10608	0.075174	0.092829
758.6	0.10459	0.073988	0.091683
