302	281.69	280.19	280.23
303.22	279.03	277.55	277.59
304.44	276.35	274.9	274.94
305.65	273.65	272.21	272.25
306.87	270.91	269.5	269.54
308.09	268.14	266.74	266.78
309.31	265.31	263.94	263.98
310.52	262.44	261.08	261.12
311.74	259.52	258.18	258.22
312.96	256.57	255.25	255.29
314.18	253.61	252.3	252.34
315.39	250.66	249.37	249.41
316.61	247.73	246.45	246.49
317.83	244.84	243.58	243.62
319.05	242	240.76	240.79
320.26	239.23	238	238.04
321.48	236.54	235.33	235.37
322.7	233.96	232.76	232.79
323.92	231.48	230.3	230.33
325.13	229.13	227.96	228
326.35	226.93	225.77	225.81
327.57	224.88	223.74	223.77
328.79	223.01	221.87	221.91
330	221.32	220.2	220.23
331.22	219.84	218.73	218.76
332.44	218.57	217.47	217.5
333.66	217.49	216.39	216.42
334.88	216.58	215.5	215.53
336.09	215.84	214.76	214.79
337.31	215.25	214.17	214.2
338.53	214.79	213.72	213.74
339.75	214.45	213.38	213.41
340.96	214.22	213.16	213.18
342.18	214.09	213.03	213.05
343.4	214.04	212.98	213.01
344.62	214.07	213.01	213.03
345.83	214.15	213.09	213.12
347.05	214.28	213.22	213.24
348.27	214.44	213.38	213.41
349.49	214.62	213.57	213.59
350.7	214.81	213.76	213.78
351.92	215	213.95	213.97
353.14	215.17	214.13	214.15
354.36	215.32	214.27	214.29
355.57	215.42	214.38	214.4
356.79	215.49	214.46	214.48
358.01	215.55	214.51	214.53
359.23	215.58	214.56	214.57
360.44	215.61	214.59	214.61
361.66	215.64	214.63	214.64
362.88	215.68	214.67	214.69
364.1	215.73	214.74	214.75
365.32	215.81	214.82	214.83
366.53	215.92	214.94	214.95
367.75	216.07	215.09	215.1
368.97	216.26	215.29	215.3
370.19	216.5	215.54	215.55
371.4	216.79	215.84	215.85
372.62	217.15	216.21	216.22
373.84	217.58	216.65	216.65
375.06	218.08	217.15	217.16
376.27	218.66	217.74	217.75
377.49	219.32	218.41	218.42
378.71	220.07	219.16	219.17
379.93	220.9	220.01	220.01
381.14	221.83	220.94	220.95
382.36	222.85	221.96	221.97
383.58	223.95	223.08	223.08
384.8	225.14	224.27	224.27
386.01	226.41	225.55	225.55
387.23	227.76	226.9	226.9
388.45	229.18	228.32	228.32
389.67	230.67	229.82	229.82
390.89	232.23	231.38	231.38
392.1	233.85	233.02	233.01
393.32	235.55	234.72	234.72
394.54	237.32	236.5	236.49
395.76	239.17	238.35	238.34
396.97	241.09	240.28	240.27
398.19	243.11	242.3	242.29
399.41	245.23	244.43	244.42
400.63	247.47	246.67	246.66
401.84	249.85	249.05	249.04
403.06	252.38	251.59	251.58
404.28	255.11	254.32	254.31
405.5	258.06	257.27	257.26
406.71	261.29	260.5	260.49
407.93	264.83	264.05	264.04
409.15	268.77	267.99	267.97
410.37	273.16	272.38	272.37
411.58	278.11	277.33	277.31
412.8	283.72	282.93	282.92
414.02	290.11	289.32	289.3
415.24	297.4	296.61	296.59
416.45	305.7	304.9	304.88
417.67	315.13	314.32	314.3
418.89	325.82	325.01	324.99
420.11	337.95	337.13	337.11
421.33	351.72	350.88	350.86
422.54	367.35	366.49	366.47
423.76	385.12	384.24	384.22
424.98	405.35	404.45	404.42
426.2	428.42	427.5	427.47
427.41	454.8	453.85	453.82
428.63	485.01	484.03	484
429.85	519.68	518.66	518.63
431.07	559.54	558.47	558.44
432.28	605.4	604.28	604.24
433.5	658.16	656.97	656.93
434.72	718.74	717.46	717.42
435.94	787.96	786.56	786.52
437.15	866.33	864.78	864.73
438.37	953.7	951.93	951.88
439.59	1048.6	1046.6	1046.5
440.81	1147.7	1145.2	1145.1
442.02	1244.6	1241.5	1241.3
443.24	1329.8	1325.9	1325.8
444.46	1391.6	1386.8	1386.6
445.68	1418.4	1412.5	1412.3
446.89	1402.8	1396.1	1395.8
448.11	1345.1	1337.8	1337.5
449.33	1253.4	1245.9	1245.6
450.55	1140.5	1133.2	1132.9
451.77	1019.7	1012.8	1012.5
452.98	901.08	894.87	894.6
454.2	791.04	785.49	785.26
455.42	692.6	687.72	687.52
456.64	606.6	602.33	602.15
457.85	532.54	528.81	528.66
459.07	469.27	466.01	465.88
460.29	415.43	412.58	412.46
461.51	369.65	367.15	367.05
462.72	330.7	328.48	328.39
463.94	297.47	295.5	295.42
465.16	269.03	267.27	267.21
466.38	244.61	243.03	242.97
467.59	223.56	222.13	222.08
468.81	205.33	204.04	203.99
470.03	189.48	188.3	188.26
471.25	175.65	174.56	174.52
472.46	163.51	162.51	162.48
473.68	152.83	151.9	151.87
474.9	143.38	142.52	142.49
476.12	134.99	134.19	134.16
477.33	127.5	126.75	126.73
478.55	120.8	120.09	120.07
479.77	114.77	114.1	114.08
480.99	109.32	108.69	108.67
482.21	104.37	103.78	103.76
483.42	99.862	99.296	99.28
484.64	95.73	95.191	95.176
485.86	91.926	91.412	91.398
487.08	88.407	87.915	87.903
488.29	85.135	84.665	84.653
489.51	82.078	81.628	81.617
490.73	79.208	78.775	78.765
491.95	76.499	76.083	76.074
493.16	73.929	73.529	73.521
494.38	71.48	71.095	71.087
495.6	69.133	68.762	68.755
496.82	66.876	66.519	66.512
