669.23	678.51	678.79
671.24	673.06	673.34
673.24	667.69	667.97
675.25	662.39	662.66
677.26	657.15	657.42
679.26	651.98	652.25
681.27	646.88	647.14
683.28	641.83	642.1
685.28	636.86	637.12
687.29	631.94	632.2
689.3	627.08	627.34
691.3	622.28	622.54
693.31	617.55	617.8
695.32	612.87	613.12
697.32	608.24	608.49
699.33	603.67	603.92
701.34	599.16	599.41
703.34	594.7	594.95
705.35	590.29	590.54
707.36	585.94	586.18
709.36	581.63	581.87
711.37	577.38	577.62
713.38	573.17	573.41
715.38	569.02	569.25
717.39	564.91	565.14
719.4	560.85	561.08
721.4	556.83	557.07
723.41	552.87	553.09
725.42	548.94	549.17
727.42	545.06	545.29
729.43	541.23	541.45
731.44	537.43	537.66
733.44	533.68	533.9
735.45	529.97	530.19
737.46	526.31	526.52
739.46	522.68	522.89
741.47	519.09	519.3
743.48	515.54	515.75
745.48	512.03	512.24
747.49	508.56	508.77
749.5	505.12	505.33
751.51	501.72	501.93
753.51	498.36	498.57
755.52	495.03	495.24
757.53	491.74	491.95
759.53	488.49	488.69
761.54	485.26	485.46
763.55	482.07	482.27
765.55	478.92	479.12
767.56	475.79	475.99
769.57	472.7	472.9
771.57	469.64	469.84
773.58	466.62	466.81
775.59	463.62	463.81
777.59	460.65	460.84
779.6	457.72	457.91
781.61	454.81	455
783.61	451.93	452.12
785.62	449.08	449.27
787.63	446.26	446.45
789.63	443.47	443.65
791.64	440.7	440.89
793.65	437.97	438.15
795.65	435.26	435.43
797.66	432.57	432.75
799.67	429.91	430.09
801.67	427.28	427.46
803.68	424.67	424.85
805.69	422.09	422.26
807.69	419.53	419.71
809.7	417	417.17
811.71	414.49	414.66
813.71	412.01	412.17
815.72	409.54	409.71
817.73	407.1	407.27
819.73	404.69	404.86
821.74	402.3	402.46
823.75	399.92	400.09
825.75	397.58	397.74
827.76	395.25	395.41
829.77	392.94	393.1
831.77	390.66	390.82
833.78	388.39	388.55
835.79	386.15	386.31
837.79	383.93	384.08
839.8	381.72	381.88
841.81	379.54	379.7
843.81	377.38	377.53
845.82	375.23	375.39
847.83	373.11	373.26
849.83	371	371.16
851.84	368.92	369.07
853.85	366.85	367
855.85	364.8	364.95
857.86	362.76	362.91
859.87	360.75	360.9
861.87	358.75	358.9
863.88	356.77	356.92
865.89	354.81	354.95
867.89	352.86	353.01
869.9	350.93	351.08
871.91	349.02	349.16
873.91	347.12	347.26
875.92	345.24	345.38
877.93	343.38	343.52
879.93	341.53	341.67
881.94	339.7	339.84
883.95	337.88	338.02
885.95	336.08	336.21
887.96	334.29	334.43
889.97	332.52	332.65
891.97	330.76	330.89
893.98	329.01	329.15
895.99	327.29	327.42
897.99	325.57	325.7
900	323.87	324
