300	25200	25212
302.01	25359	25371
304.01	25485	25497
306.02	25526	25538
308.03	25427	25439
310.03	25134	25146
312.04	24612	24624
314.05	23881	23893
316.05	22979	22991
318.06	21951	21962
320.07	20842	20852
322.07	19696	19706
324.08	18554	18563
326.09	17447	17456
328.09	16401	16409
330.1	15432	15440
332.11	14551	14559
334.11	13756	13762
336.12	13035	13041
338.13	12380	12386
340.13	11783	11789
342.14	11237	11243
344.15	10736	10742
346.15	10274	10279
348.16	9845.3	9850.1
350.17	9445.7	9450.3
352.17	9071.2	9075.6
354.18	8718.3	8722.5
356.19	8384	8388.1
358.19	8067.2	8071.1
360.2	7767	7770.7
362.21	7482.4	7486
364.21	7212.8	7216.3
366.22	6957.3	6960.6
368.23	6715.1	6718.3
370.23	6485.6	6488.7
372.24	6268.1	6271
374.25	6061.8	6064.7
376.25	5866.2	5869
378.26	5680.8	5683.4
380.27	5504.8	5507.4
382.27	5337.9	5340.4
384.28	5179.5	5181.9
386.29	5029	5031.3
388.29	4885.8	4888
390.3	4749.4	4751.6
392.31	4619.4	4621.6
394.31	4495.4	4497.5
396.32	4376.9	4379
398.33	4263.7	4265.6
400.33	4155.3	4157.2
402.34	4051.5	4053.3
404.35	3951.9	3953.7
406.35	3856.4	3858.1
408.36	3764.6	3766.3
410.37	3676.4	3678
412.37	3591.4	3593
414.38	3509.6	3511.2
416.39	3430.7	3432.3
418.39	3354.7	3356.2
420.4	3281.3	3282.8
422.41	3210.5	3212
424.41	3142.2	3143.6
426.42	3076.1	3077.5
428.43	3012.3	3013.7
430.43	2950.7	2952
432.44	2891	2892.3
434.45	2833.3	2834.6
436.45	2777.5	2778.7
438.46	2723.5	2724.7
440.47	2671.1	2672.3
442.47	2620.4	2621.6
444.48	2571.3	2572.4
446.49	2523.6	2524.8
448.49	2477.4	2478.5
450.5	2432.6	2433.7
452.51	2389.1	2390.2
454.52	2346.9	2348
456.52	2305.9	2307
458.53	2266.1	2267.1
460.54	2227.4	2228.4
462.54	2189.8	2190.8
464.55	2153.3	2154.2
466.56	2117.7	2118.6
468.56	2083.1	2084
470.57	2049.4	2050.3
472.58	2016.7	2017.5
474.58	1984.7	1985.6
476.59	1953.6	1954.5
478.6	1923.3	1924.2
480.6	1893.8	1894.6
482.61	1865	1865.9
484.62	1837	1837.8
486.62	1809.6	1810.4
488.63	1782.9	1783.6
490.64	1756.8	1757.6
492.64	1731.4	1732.1
494.65	1706.5	1707.2
496.66	1682.2	1683
498.66	1658.5	1659.2
500.67	1635.3	1636.1
502.68	1612.7	1613.4
504.68	1590.6	1591.3
506.69	1568.9	1569.6
508.7	1547.8	1548.4
510.7	1527.1	1527.7
512.71	1506.8	1507.5
514.72	1487	1487.6
516.72	1467.6	1468.2
518.73	1448.6	1449.3
520.74	1430.1	1430.7
522.74	1411.9	1412.5
524.75	1394	1394.6
526.76	1376.6	1377.2
528.76	1359.5	1360.1
530.77	1342.8	1343.3
532.78	1326.3	1326.9
534.78	1310.2	1310.8
536.79	1294.5	1295
538.8	1279	1279.6
540.8	1263.8	1264.4
542.81	1249	1249.5
544.82	1234.4	1234.9
546.82	1220.1	1220.6
548.83	1206	1206.5
550.84	1192.2	1192.7
552.84	1178.7	1179.2
554.85	1165.4	1165.9
556.86	1152.4	1152.9
558.86	1139.6	1140.1
560.87	1127	1127.5
562.88	1114.7	1115.2
564.88	1102.6	1103
566.89	1090.6	1091.1
568.9	1078.9	1079.4
570.9	1067.4	1067.9
572.91	1056.1	1056.6
574.92	1045	1045.5
576.92	1034.1	1034.5
578.93	1023.4	1023.8
580.94	1012.8	1013.2
582.94	1002.4	1002.9
584.95	992.23	992.65
586.96	982.19	982.61
588.96	972.32	972.73
590.97	962.6	963.01
592.98	953.04	953.45
594.98	943.64	944.04
596.99	934.38	934.78
599	925.27	925.66
601	916.31	916.7
603.01	907.48	907.87
605.02	898.8	899.17
607.02	890.24	890.62
609.03	881.82	882.19
611.04	873.52	873.89
613.04	865.35	865.72
615.05	857.31	857.67
617.06	849.38	849.74
619.06	841.57	841.92
621.07	833.88	834.23
623.08	826.3	826.64
625.08	818.83	819.17
627.09	811.47	811.81
629.1	804.21	804.55
631.1	797.06	797.39
633.11	790.01	790.34
635.12	783.06	783.39
637.12	776.21	776.54
639.13	769.46	769.78
641.14	762.8	763.12
643.14	756.23	756.55
645.15	749.75	750.07
647.16	743.36	743.67
649.16	737.06	737.37
651.17	730.85	731.15
653.18	724.72	725.02
655.18	718.67	718.97
657.19	712.7	713
659.2	706.81	707.1
661.2	701	701.29
663.21	695.26	695.55
665.22	689.6	689.89
667.22	684.02	684.3
