822	1.8876	1.8882
824	1.8832	1.8838
826	1.8789	1.8795
828	1.8745	1.8751
830	1.8702	1.8707
832	1.8658	1.8664
834	1.8615	1.862
836	1.8571	1.8577
838	1.8528	1.8534
840	1.8485	1.849
842	1.8441	1.8447
844	1.8398	1.8403
846	1.8354	1.836
848	1.8311	1.8317
850	1.8268	1.8273
852	1.8224	1.823
854	1.8181	1.8186
856	1.8137	1.8143
858	1.8094	1.8099
860	1.805	1.8056
862	1.8007	1.8013
864	1.7964	1.7969
866	1.792	1.7926
868	1.7877	1.7883
870	1.7834	1.7839
872	1.7791	1.7796
874	1.7748	1.7753
876	1.7705	1.771
878	1.7662	1.7668
880	1.762	1.7625
882	1.7577	1.7583
884	1.7535	1.754
886	1.7493	1.7498
888	1.7451	1.7456
890	1.7409	1.7415
892	1.7368	1.7373
894	1.7326	1.7332
896	1.7285	1.7291
898	1.7245	1.725
900	1.7204	1.721
